Common name,Scientific name,Family,Tag,Width,Soil pH,Height,USDA Hardiness zone,Water requirement,Life cycle,Soil type,Light requirement,Utility,Alternate name,Task Recommendations.,vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11
Amaranthus blitum ,Amaranthus blitum,Amaranthaceae,Culinary vegetable,0.5,6.0 - 7.0,1.0,4-8,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Dynamic accumulator",Purple amaranth,"Sow seeds directly in warm soil after last frost with spacing of 20-30 cm, Thin seedlings to prevent overcrowding and improve air circulation, Apply balanced fertilizer high in nitrogen to promote leafy growth, Maintain moist but well-drained soil conditions, Control aphids and flea beetles using neem oil or insecticidal soap, Harvest leaves regularly to encourage continuous production, Mulch to conserve soil moisture and suppress weeds, Rotate crops annually to reduce disease buildup, Sow in dry or moist soil conditions but avoid waterlogging, Use as a fast-growing leafy vegetable in intercropping systems",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Amaranthus hybridus,Amaranthus hybridus,Amaranthaceae,Culinary vegetable,0.75,6.0 - 7.0,2.0,6-12,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Dynamic accumulator",Slim amaranth,"Sow seeds directly in warm soil after last frost with spacing of 20-30 cm, Thin seedlings to prevent overcrowding and improve air circulation, Apply balanced fertilizer high in nitrogen to promote leafy growth, Maintain moist but well-drained soil conditions, Control aphids and flea beetles using neem oil or insecticidal soap, Harvest leaves regularly to encourage continuous production, Mulch to conserve soil moisture and suppress weeds, Rotate crops annually to reduce disease buildup, Sow in dry or moist soil conditions but avoid waterlogging, Use as a fast-growing leafy vegetable in intercropping systems",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Amaranthus hybridus ,Amaranthus hypochondriacus,Amaranthaceae,Culinary vegetable,0.6,6.0 - 7.0,2.0,6-12,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Dynamic accumulator",Slim amaranth,"Sow seeds directly in warm soil after last frost with spacing of 20-30 cm, Thin seedlings to prevent overcrowding and improve air circulation, Apply balanced fertilizer high in nitrogen to promote leafy growth, Maintain moist but well-drained soil conditions, Control aphids and flea beetles using neem oil or insecticidal soap, Harvest leaves regularly to encourage continuous production, Mulch to conserve soil moisture and suppress weeds, Rotate crops annually to reduce disease buildup, Sow in dry or moist soil conditions but avoid waterlogging, Use as a fast-growing leafy vegetable in intercropping systems",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Amaranthus hypochondriacus,Amaranthus viridis,Amaranthaceae,Culinary vegetable,1.0,6.0 - 7.0,1.2,3-10,Moist,"Annual, Perennial","Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Dynamic accumulator",Prince-of-wales feather,"Sow seeds in warm soil after last frost with spacing of 20-30 cm, Thin seedlings to prevent overcrowding and improve air circulation, Apply phosphorus-rich fertilizer to promote flowering and seed production, Maintain moist but well-drained soil conditions, Control leaf miners and aphids with organic insecticides, Harvest seeds when seed heads dry and turn brown, Mulch to conserve soil moisture and suppress weeds, Rotate crops annually to reduce disease buildup, Sow in dry or moist soil conditions but avoid waterlogging, Use as an ornamental and grain crop in dry zones",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
Amaranthus viridis ,Carpinus caroliniana,Amaranthaceae,Shade provider,0.5,6.0 - 7.0,0.5,7-11,Moist,Annual,"Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Dynamic accumulator",Slender amaranth,"Sow seeds directly in warm soil after last frost with spacing of 20-30 cm, Thin seedlings to prevent overcrowding and improve air circulation, Apply balanced fertilizer high in nitrogen to promote leafy growth, Maintain moist but well-drained soil conditions, Control aphids and flea beetles using neem oil or insecticidal soap, Harvest leaves regularly to encourage continuous production, Mulch to conserve soil moisture and suppress weeds, Rotate crops annually to reduce disease buildup, Sow in dry or moist soil conditions but avoid waterlogging, Use as a fast-growing leafy vegetable in intercropping systems",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6363636363636364
American hornbeam ,Diospyros virginiana,Betulaceae,Fruit/seed producer,4.0,5.5 - 7.0,15.0,3-7,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Cosmetic, Dye, oil, Wind breaker, Tannin, Lumber","Mountain-ash, amur mountain-ash, european mountain-ash, quick beam, rowan-berry","Plant in moist, well-drained acidic to neutral soils in partial to full shade, Sow seeds after cold stratification for 90 days to break dormancy, Maintain consistent soil moisture especially during establishment, Apply organic mulch to protect roots and retain moisture, Prune in late winter to remove dead wood and promote healthy canopy development, Monitor for leaf spot and powdery mildew and treat with fungicides, Thin seedlings to reduce competition and promote strong growth, Avoid planting in waterlogged or compacted soils, Use as a shade tree or for ornamental purposes",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
American persimmon ,Maackia amurensis,Ebenaceae,Nitrogen fixer,7.0,5.5 - 6.5,20.0,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","oil, Erosion control, Lumber","Common persimmon, persimmon","Plant in well-drained loamy soils with neutral to slightly acidic pH, Sow seeds after stratification or propagate by grafting in late winter, Provide full sun exposure for optimal fruit production, Irrigate regularly during flowering and fruit set, Apply potassium and calcium fertilizers to improve fruit quality, Prune annually in late winter to maintain tree structure and remove dead wood, Monitor for persimmon fruit moth and apply integrated pest management, Harvest fruit when fully colored and soft, Cure fruit off the tree to reduce astringency, Use mulch to conserve soil moisture and suppress weeds",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45454545454545453
Amur Maackia ,Anacardium occidentale,Fabaceae or leguminosae,Fruit/seed producer,7.0,5.0 - 6.5,9.0,7-11,"Dry, Moist",Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade","Tannin, Lumber, Espalier, Fragrance","Madrone, madroño, Irish strawberry tree","Sow seeds in late spring after scarification, ensure well-drained acidic soil, provide full sun exposure, apply balanced NPK fertilizer in early growth, mulch to retain moisture, prune deadwood in late winter, monitor for root rot, irrigate moderately during dry spells, protect young plants from frost",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365
Anacardium occidentale,Anethum graveolens,Anacardiaceae,Pollinator attractor,10.0,5.5 - 6.5,12.0,9-12,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Adhesive, Fire starter, Gum, Hedgerow, Ink, Pest control, oil, Plant support, Preservative, Erosion control, Tannin, Varnish, Waterproofing, Lumber","Caju, acado, acajaiba, acajou, acaju, acajuiba, andi paruppu, balogo, balubad, bibbo, buadju, bunga kesasar, cadju, cadjudje, cadjuo, caju-manso, caju-manteiga, cajueiro, casoy, casuy, cay dieu, dao lon hot, gaju, gajus, geru bija, hijli badam, hijlibadam, ialaguei, ialike, jambu erang, jambu mede, jambu mete, jambu monyet, janggus, jidi-mamidi, kacang mete, kaju, kajus, kajutaka, kasjoe, kasoy, katae-ka, katcha, kusso, mamuang himmaphaan, mamuang letlor, mamuang-maruhao, maranon, mbibu, merehe, mindiri, mkanju, mkorosho, msololikoko, muntha-mamidi, munthiriparuppu, mutua, nkoloso, nkorosho, parangi mavu, supardi, svaay chantii, thiho","Plant in well-drained sandy loam, apply lime if soil is acidic, start grafting in nursery for uniformity, irrigate deeply during flowering, use organic mulch to conserve moisture, fertilize with potassium-rich formula pre-flowering, control aphids and scale insects, prune to shape after harvest, harvest nuts when shells turn brown",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45454545454545453
Anethum graveolens ,Agastache foeniculum,Apiaceae or umbelliferae,Pollinator attractor,1.7,4.5 - 8.2,1.5,4-8,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Biomass, Dynamic accumulator","Sunchoke, French potato, Canada potato, topinambour, lambchoke","Sow seeds directly in spring, thin seedlings to 15 cm spacing, maintain moist soil with drip irrigation, apply nitrogen fertilizer at 3 weeks, harvest leaves before flowering for best flavor, prevent powdery mildew with good air circulation, rotate crops annually, mulch to suppress weeds, avoid waterlogging",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5818181818181817
Anise Hyssop ,Illicium floridanum,Lamiaceae or Labiatae,Pest repellent,3.0,6.0 - 7.5,2.0,9-11,"Dry, Moist",Perennial,"Light (sandy), Medium, Heavy (clay)",Full sun,"Dye, Fire starter, Mordant, oil, Tannin, Lumber",Lemonade sumac,"Plant in full sun with well-drained soil, sow seeds indoors 6-8 weeks before last frost, transplant after frost risk, irrigate sparingly to avoid root rot, prune after flowering to encourage bushiness, apply phosphorus-rich fertilizer at planting, monitor for spider mites, mulch with gravel in dry climates, deadhead spent flowers",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273
Aniseed Tree ,Osmorhiza longistylis,Illiciaceae,Culinary vegetable,3.0,5.5 - 6.5,2.0,6-10,Moist,Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade",Fragrance,"Florida anisetree, purple anise, star anise, florida anise","Propagate by semi-hardwood cuttings in late summer, plant in acidic, moist, well-drained soil, provide partial shade, irrigate regularly to maintain humidity, mulch with pine needles, fertilize with acid-loving plant fertilizer in spring, protect from cold winds, prune to maintain shape after flowering, monitor for scale insects",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.45454545454545453
Aniseroot ,Malus domestica,Apiaceae or umbelliferae,Fruit/seed producer,0.5,6.0 - 7.0,1.2,5-9,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade",Fragrance,Longstyle sweetroot,"Sow seeds in fall in shaded, moist woodland soil, stratify seeds for 60 days, maintain consistent moisture, avoid direct sunlight, apply organic compost annually, thin seedlings to 20 cm spacing, control slugs and snails, mulch with leaf litter, harvest roots in late fall",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
Apple ,Pelargonium odoratissimum,Rosaceae,Pest repellent,9.0,6.0 - 7.0,10.0,3-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Animal feed, Attracts insects, Hedgerow","Common apple, dessert apple, table apple","Plant in full sun with well-drained loam, perform dormant pruning in late winter, apply balanced fertilizer in early spring, thin fruit to 15 cm spacing post-petal fall, irrigate deeply during dry spells, monitor for apple scab and codling moth, apply dormant oil spray, mulch to conserve moisture, harvest when fruit is firm and crisp",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6363636363636364
Apple Geranium ,Rosa villosa,Geraniaceae,Fruit/seed producer,0.5,6.0 - 7.5,0.2,8-11,"Dry, Moist",Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade","Essential Oil, Fragrance, Dynamic accumulator",Fragrant apple geranium,"Propagate by stem cuttings in spring, plant in well-drained sandy soil, provide full sun to partial shade, irrigate moderately avoiding waterlogging, fertilize monthly with balanced liquid fertilizer, pinch tips to encourage bushiness, protect from frost, harvest leaves before flowering for aroma, control whiteflies",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273
Apple Rose ,Amelanchier lamarckii,Rosaceae,Fruit/seed producer,1.5,6.0 - 7.5,1.8,4-8,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Hedgerow, Fragrance",Apple rose,"Plant in full sun with fertile, well-drained soil, prune in late winter to remove dead wood, fertilize with rose-specific fertilizer in early spring, irrigate at base to prevent fungal diseases, apply mulch to retain moisture and suppress weeds, deadhead spent blooms regularly, monitor for black spot and aphids, stake tall canes, harvest hips in late autumn",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7272727272727273
Apple Serviceberry ,Prunus armeniaca,Rosaceae,Fruit/seed producer,3.0,5.5 - 7.0,6.0,4-9,Moist,Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade","Edible berries, ornamental, wildlife habitat","Juneberry, shadbush","Plant in moist, well-drained soil with full sun to partial shade, mulch heavily to retain soil moisture, prune after flowering to shape, fertilize in early spring with balanced fertilizer, monitor for rust and fire blight, irrigate during dry periods, thin fruit clusters to improve size, protect young plants from deer, harvest berries when fully colored",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5454545454545454
Apricot,Prunus armeniaca,Rosaceae,Fruit/seed producer,5.0,6.0 - 7.5,9.0,4-8,Moist,Perennial,"Light (sandy), Medium","Full sun, Partial sun/shade","Adhesive, Dye, Gum, oil, Lumber, Espalier",Common apricot,"Plant in well-drained, sandy loam with full sun, apply nitrogen fertilizer in early spring, thin fruit to 10 cm spacing after fruit set, irrigate deeply during dry spells, prune in late winter to remove dead or crossing branches, monitor for brown rot and aphids, mulch to conserve moisture, harvest when fruit is firm but slightly soft, protect from late frost during bloom",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273
Arracacha ,Arracacia xanthorrhiza,Apiaceae or umbelliferae,Slow starter,0.5,5.5 - 6.5,1.0,8-11,Moist,Perennial,Medium,"Full sun, Partial sun/shade","Edible root crop, food source","Arracacha, peruvian carrot spanish: arracacha; arracha (bolivia); racacha (bolivia); virraca (bolivia) french: pomme de terre céleri brazil: batata baroa; mandioquinha","Sow seeds in well-drained, fertile soil in early spring, maintain consistent moisture, apply organic compost monthly, thin seedlings to 30 cm spacing, weed regularly to reduce competition, harvest roots after 8-10 months, avoid waterlogging, control nematodes with crop rotation, mulch to retain soil moisture",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.45454545454545453
Arrowroot,Maranta arundinacea,Marantaceae,Ground cover,1.0,5.5 - 6.5,1.0,10-12,"Moist, Wet",Perennial,"Light (sandy), Medium, Heavy (clay)","Full sun, Partial sun/shade, Full shade","Adhesive, Cosmetic, Ground cover","Aloro, amaranta, angkrik, ango, araratu, araru, ararut, araruttukkilangu, aroro, bermuda arrowroot, berolu, choc-u, chok-woo, chuk shway, hoangting, hulakiriya, khaita alu, koova, kuvamavu, kuvehittu, kuzu ukon, larut, maranta, misimisi koka'anga, nginti ali, palaguntha, patat sagu, saakhu, sagu belanda, saku, tavaksha, tavkil, tikhor, tora alu, ubi garut, yuquilla, agutiguepe, araruta, araruta do brasil, araruta-comum, araruta-palmeira, arrow, arrow root plant|hulankeeriya, arrowroot, arrowrot, arrurruz, arruruz, chuchute tamalera, citalapattiri, das antilhas ou das índias ocidentais, herbe aux flèches, herbe aux fléches, maranta, obedience plant, pfeilwurz, st vincent arrow, st vincent arrowroot, west indian arrow, west indian arrowroot","Plant rhizomes in warm, humid conditions with partial shade, maintain consistently moist soil, apply balanced fertilizer monthly during growing season, mulch with organic matter, control fungal diseases by avoiding overhead irrigation, harvest rhizomes after 9-12 months, provide frost protection, thin crowded clumps",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.45454545454545453
